,location,total_sqft,bath,price,bhk
6386,Whitefield,1115.0,2.0,34.555,2
6387,other,1717.0,3.0,99.0,3
6388,other,2099.0,3.0,95.0,3
6389,Kasturi Nagar,1100.0,2.0,58.0,2
6391,Bannerghatta Road,1465.0,2.0,45.87,3
6394,Haralur Road,1255.0,2.0,90.0,3
6395,5th Phase JP Nagar,1220.0,2.0,88.0,2
6396,Electronic City Phase II,1065.0,2.0,30.88,2
6397,Sultan Palaya,1765.0,3.0,80.0,3
6398,Bellandur,1281.0,2.0,87.0,2
6399,Electronic City,1210.0,2.0,25.0,2
6400,Kaggadasapura,1215.0,2.0,43.0,2
6401,Ananth Nagar,1200.0,3.0,87.0,4
6402,Mysore Road,1237.0,2.0,73.0,2
6403,Lakshminarayana Pura,1300.0,2.0,70.0,2
6404,Whitefield,1105.0,2.0,39.99,2
6405,Chandapura,1505.0,2.0,42.0,3
6406,Hebbal Kempapura,3900.0,5.0,310.0,4
6407,Banashankari,1186.0,2.0,65.0,2
6409,Kengeri,750.0,2.0,35.5,2
6410,Varthur,1083.0,2.0,28.0,2
6411,other,1430.0,2.0,78.65,3
6412,Thanisandra,1056.0,2.0,68.0,2
6413,other,2108.0,3.0,85.0,3
6414,Banashankari,1650.0,3.0,101.0,3
6415,Electronic City Phase II,1220.0,3.0,36.6,3
6416,Rayasandra,1198.0,2.0,54.0,2
6417,other,1190.0,2.0,70.0,2
6418,other,900.0,2.0,41.0,2
6419,other,2690.0,4.0,185.0,4
6420,Kanakapura,1340.0,2.0,65.0,2
6424,Yelahanka,1260.0,2.0,59.2,2
6425,Talaghattapura,2254.0,3.0,153.0,3
6426,Old Madras Road,2990.0,5.0,210.0,3
6428,JP Nagar,820.0,2.0,45.0,2
6429,Electronic City,1296.0,2.0,65.0,2
6430,Uttarahalli,1190.0,2.0,53.55,2
6431,Whitefield,1173.0,2.0,77.0,2
6432,Sarjapura - Attibele Road,1800.0,3.0,90.0,3
6433,Yelahanka,1102.0,2.0,52.0,2
6434,Sarjapur,913.0,2.0,36.0,2
6435,Hormavu,1176.0,2.0,35.27,3
6436,Prithvi Layout,1620.0,3.0,65.0,3
6437,Billekahalli,2968.0,3.0,225.0,3
6438,Yelahanka,1519.0,2.0,65.0,2
6439,Hosur Road,1345.0,2.0,106.0,2
6440,other,1594.0,3.0,99.0,3
6441,other,1250.0,2.0,68.0,2
6442,Haralur Road,1056.0,2.0,60.0,2
6443,Whitefield,1200.0,3.0,68.4,3
6444,other,1290.0,1.0,77.5,2
6445,other,1150.0,2.0,48.0,2
6446,other,1464.0,2.0,145.0,2
6447,Anekal,1200.0,2.0,36.0,4
6448,Gollarapalya Hosahalli,861.0,2.0,36.5,2
6449,Kundalahalli,1047.0,2.0,82.62,2
6450,other,1200.0,2.0,75.0,2
6452,other,1065.0,2.0,45.0,2
6454,Ramamurthy Nagar,1000.0,2.0,62.0,2
6455,Lingadheeranahalli,1682.0,3.0,113.0,3
6456,Harlur,1756.0,3.0,131.0,3
6459,Vittasandra,1238.0,2.0,67.32,2
6460,Dasanapura,814.0,2.0,42.0,2
6461,Dodda Nekkundi,1145.0,2.0,46.5,2
6462,Varthur,965.0,2.0,34.0,2
6463,other,750.0,2.0,36.0,2
6464,Banashankari,1300.0,2.0,55.0,3
6465,1st Phase JP Nagar,1590.0,3.0,131.0,3
6466,Begur Road,644.0,1.0,40.0,1
6467,Whitefield,982.0,2.0,37.0,2
6468,Indira Nagar,1260.0,2.0,100.0,2
6469,Rayasandra,1555.0,3.0,75.17,3
6471,Kaggadasapura,1225.0,2.0,48.0,2
6472,Electronics City Phase 1,1085.0,2.0,46.0,2
6474,Thanisandra,1595.0,3.0,110.0,3
6475,Raja Rajeshwari Nagar,1196.0,2.0,40.44,2
6476,Yelahanka,1859.0,3.0,108.0,3
6477,9th Phase JP Nagar,1079.0,2.0,60.0,2
6479,Whitefield,1118.0,2.0,42.0,2
6480,CV Raman Nagar,1198.0,2.0,60.0,2
6481,Chandapura,1162.5,2.0,30.215,3
6482,Thigalarapalya,1830.0,4.0,135.0,3
6483,Banashankari Stage VI,1160.0,2.0,59.0,2
6485,other,2070.0,3.0,135.0,3
6487,Kannamangala,957.0,2.0,52.5,2
6489,Bannerghatta Road,1268.0,2.0,69.0,2
6490,Bannerghatta Road,1450.0,2.0,87.0,3
6491,other,1600.0,2.0,75.0,3
6492,Uttarahalli,1330.0,2.0,57.0,3
6493,Jakkur,1355.0,2.0,65.0,3
6494,Horamavu Banaswadi,1272.0,2.0,51.5,2
6495,other,1100.0,2.0,38.49,2
6496,Sarjapur  Road,1220.0,3.0,58.0,3
6497,Chikkalasandra,1075.0,2.0,46.76,2
6498,other,800.0,2.0,55.0,2
6499,Vasanthapura,995.0,2.0,34.82,2
6500,other,900.0,1.0,44.0,2
6501,Haralur Road,1140.0,2.0,42.0,2
6502,other,1480.0,2.0,125.0,3
6503,Padmanabhanagar,1710.0,2.0,90.63,3
6504,Talaghattapura,2106.0,3.0,148.0,3
6508,Marathahalli,1602.0,2.0,104.0,2
6509,Sarjapur  Road,1660.0,2.0,116.0,3
6510,Electronic City Phase II,1549.0,3.0,80.0,3
6511,Marathahalli,700.0,1.0,38.0,1
6512,Balagere,1012.0,2.0,64.0,2
6513,Marathahalli,1469.0,3.0,89.0,3
6514,Whitefield,1216.0,2.0,69.0,2
6515,Electronic City Phase II,1065.0,2.0,56.13,2
6516,Thanisandra,1411.0,3.0,93.15,3
6517,Pai Layout,1400.0,2.0,57.5,2
6518,Hoskote,1250.0,3.0,29.0,3
6519,Haralur Road,1245.0,2.0,62.0,2
6520,Choodasandra,1115.0,2.0,50.0,2
6521,Vidyaranyapura,1000.0,2.0,35.0,2
6522,Panathur,1580.0,3.0,71.89,3
6523,Subramanyapura,1800.0,3.0,90.0,3
6524,other,1500.0,2.0,130.0,2
6525,Chandapura,645.0,1.0,16.45,1
6526,Kothannur,1275.0,3.0,44.0,3
6527,Kasavanhalli,1494.0,3.0,82.0,3
6528,Bhoganhalli,1949.0,3.0,129.0,3
6529,BTM Layout,1020.0,2.0,46.5,2
6530,Mysore Road,883.0,2.0,45.0,2
6531,Old Airport Road,3200.0,4.0,280.0,4
6534,other,2010.0,3.0,125.0,3
6535,Yeshwanthpur,1240.0,2.0,80.0,2
6536,6th Phase JP Nagar,1213.0,2.0,63.0,2
6537,Hegde Nagar,1835.0,3.0,88.0,3
6539,Bannerghatta Road,2932.0,5.0,195.0,4
6540,Whitefield,3425.0,5.0,250.0,4
6541,Gottigere,945.0,2.0,45.0,2
6542,other,1504.0,2.0,100.0,3
6543,Lakshminarayana Pura,1569.0,3.0,150.0,3
6544,Harlur,1755.0,3.0,130.0,3
6545,Vijayanagar,1760.0,3.0,140.0,3
6546,Hoodi,1240.0,2.0,43.94,2
6547,Electronics City Phase 1,1450.0,3.0,72.54,3
6548,5th Phase JP Nagar,1000.0,2.0,48.0,2
6550,Thyagaraja Nagar,2000.0,4.0,145.0,5
6551,Choodasandra,1215.0,2.0,59.0,2
6553,Yelachenahalli,1330.0,3.0,73.5,3
6554,Raja Rajeshwari Nagar,1178.0,2.0,75.0,2
6557,Bellandur,2000.0,3.0,85.0,3
6558,other,1602.0,2.0,165.0,3
6560,Parappana Agrahara,1194.0,2.0,46.0,2
6562,Dasarahalli,2400.0,2.0,152.0,3
6563,Sarjapur  Road,1700.0,3.0,108.0,3
6564,Jigani,1200.0,3.0,65.0,3
6565,other,1500.0,3.0,72.0,3
6568,Kanakpura Road,1737.0,3.0,85.0,3
6569,TC Palaya,900.0,2.0,55.0,2
6570,other,1280.0,2.0,48.0,3
6571,CV Raman Nagar,1560.0,2.0,85.0,2
6572,Kambipura,883.0,2.0,44.0,2
6573,Kengeri Satellite Town,750.0,2.0,33.0,2
6574,Brookefield,2400.0,3.0,140.0,4
6575,other,900.0,2.0,45.0,2
6576,Hormavu,1030.0,2.0,49.35,2
6577,7th Phase JP Nagar,1850.0,3.0,155.0,3
6578,Hennur Road,1831.0,3.0,110.0,3
6579,other,1095.0,2.0,38.33,2
6580,Electronic City Phase II,1320.0,2.0,38.13,3
6581,Sarjapur  Road,1272.5,2.0,40.72,3
6582,7th Phase JP Nagar,1000.0,2.0,61.0,2
6583,Budigere,1820.0,3.0,85.4,3
6584,Bisuvanahalli,1075.0,2.0,41.0,3
6585,TC Palaya,1500.0,3.0,83.0,3
6586,Electronics City Phase 1,360.0,1.0,16.9,1
6587,Kadugodi,925.0,1.0,40.7,1
6588,Electronic City,1140.0,2.0,70.93,2
6589,other,1145.0,2.0,58.4,2
6590,other,1862.0,3.0,120.0,3
6591,Devarachikkanahalli,947.0,2.0,43.0,2
6594,Kalena Agrahara,1120.0,2.0,40.0,2
6595,other,2700.0,3.0,200.0,3
6596,Kaggadasapura,1805.0,2.0,75.0,3
6597,Basavangudi,1100.0,2.0,93.0,2
6598,Bommenahalli,1355.0,3.0,135.0,4
6599,other,1677.0,3.0,98.0,3
6600,other,2500.0,8.0,95.0,8
6601,Uttarahalli,1560.0,3.0,74.0,3
6602,Arekere,2060.0,3.0,150.0,3
6603,Koramangala,1716.0,2.0,115.0,3
6604,Harlur,1864.0,3.0,140.0,3
6605,Electronics City Phase 1,638.0,1.0,32.0,1
6608,Chandapura,937.0,2.0,30.0,2
6609,other,1490.0,2.0,115.0,3
6612,Whitefield,1100.0,2.0,37.0,2
6613,Thigalarapalya,1000.0,2.0,48.53,2
6614,Horamavu Agara,1060.0,2.0,37.0,2
6615,Kundalahalli,1047.0,2.0,91.0,2
6616,Basaveshwara Nagar,1200.0,2.0,80.0,2
6617,Akshaya Nagar,1420.0,2.0,75.0,3
6618,Sarjapur  Road,1539.0,3.0,85.0,3
6619,other,1550.0,3.0,59.0,3
6620,Kasavanhalli,1555.0,3.0,82.0,3
6622,Seegehalli,1553.0,3.0,68.0,3
6623,Electronic City Phase II,920.0,2.0,26.0,2
6624,other,1740.0,3.0,120.0,3
6625,OMBR Layout,1855.0,3.0,145.0,3
6626,Kundalahalli,1724.0,3.0,146.0,3
6627,other,1020.0,2.0,60.0,2
6629,Uttarahalli,1250.0,2.0,50.0,3
6630,Sanjay nagar,1450.0,3.0,75.0,3
6631,Thubarahalli,1200.0,2.0,80.0,2
6632,Haralur Road,1140.0,2.0,58.0,2
6634,other,550.0,1.0,16.0,1
6635,Bannerghatta Road,1450.0,3.0,44.0,3
6636,Jigani,1500.0,2.0,25.49,2
6637,Kanakpura Road,700.0,2.0,35.07,2
6638,Whitefield,1200.0,3.0,56.0,3
6639,Yelahanka,1050.0,2.0,45.0,2
6640,Somasundara Palya,1600.0,3.0,69.0,3
6641,Bannerghatta Road,1625.0,2.0,75.0,3
6642,other,1492.0,2.0,65.0,2
6643,Whitefield,2856.0,5.0,157.5,4
6644,Sarjapur  Road,1489.0,2.0,82.0,3
6645,Kanakapura,1560.0,2.0,62.38,3
6646,Haralur Road,1140.0,2.0,42.0,2
6647,other,1431.0,3.0,65.0,3
6648,Lingadheeranahalli,1682.0,3.0,114.0,3
6649,Panathur,1198.0,2.0,86.26,2
6651,Sarjapur  Road,1550.0,2.0,69.75,3
6652,Kodichikkanahalli,1026.0,2.0,45.0,2
6653,Hennur,1260.0,2.0,52.0,3
6654,other,690.0,2.0,42.0,2
6655,Sarjapur  Road,539.0,1.0,45.0,1
6656,Sarakki Nagar,1200.0,4.0,85.0,4
6657,Attibele,2400.0,3.0,120.0,3
6658,Thubarahalli,1200.0,2.0,79.55,2
6660,Sarjapur  Road,1186.0,2.0,40.0,3
6661,Thanisandra,1039.0,2.0,39.5,2
6663,Gottigere,1500.0,4.0,100.0,5
6664,Malleshwaram,2520.0,3.0,150.0,3
6665,Brookefield,1225.0,2.0,66.5,2
6666,Bommanahalli,1350.0,2.0,72.0,2
6668,Whitefield,1550.0,2.0,49.6,3
6669,Hoodi,1490.0,3.0,79.0,3
6670,other,1520.0,3.0,111.0,3
6672,other,1391.0,2.0,64.5,3
6673,Rachenahalli,1200.0,2.0,50.0,2
6674,other,1200.0,4.0,86.0,4
6676,Yelahanka,1322.0,2.0,80.0,2
6677,Whitefield,2173.0,3.0,128.0,3
6678,Sarjapur  Road,1200.0,2.0,75.0,2
6679,Thubarahalli,1200.0,2.0,47.0,2
6680,Mysore Road,1170.0,2.0,65.0,2
6681,NRI Layout,1125.0,2.0,45.56,2
6682,Devanahalli,698.5,1.0,28.57,1
6683,other,1250.0,2.0,90.0,2
6684,Chandapura,1025.0,2.0,27.68,2
6685,Yelahanka,1075.0,2.0,36.0,3
6686,other,1900.0,2.0,190.0,3
6687,Whitefield,1435.0,3.0,45.0,3
6688,Electronics City Phase 1,1175.0,2.0,64.98,2
6689,other,1464.0,3.0,56.0,3
6690,other,900.0,2.0,33.0,2
6691,Electronics City Phase 1,585.0,1.0,21.0,1
6692,Jigani,3170.0,5.0,230.0,4
6694,Thanisandra,1220.0,2.0,42.0,2
6696,Sarjapur  Road,2145.0,3.0,180.0,3
6697,Bannerghatta Road,960.0,2.0,58.0,2
6698,NGR Layout,907.0,1.0,38.0,1
6699,Old Madras Road,1210.0,2.0,74.0,2
6701,other,1230.0,2.0,70.0,2
6702,5th Phase JP Nagar,1350.0,2.0,75.0,3
6703,Kenchenahalli,1150.0,2.0,58.0,2
6704,Sarjapur,1404.0,2.0,53.35,3
6705,OMBR Layout,1050.0,2.0,48.0,2
6707,Yelahanka,1285.0,2.0,56.0,2
6708,Hormavu,1018.0,2.0,50.8,2
6709,Hoskote,1200.0,3.0,57.0,3
6710,Sarjapur  Road,1115.0,2.0,50.0,2
6711,other,1600.0,3.0,95.0,3
6712,9th Phase JP Nagar,1480.0,2.0,80.0,2
6713,Kodichikkanahalli,2500.0,7.0,125.0,5
6714,Kaval Byrasandra,480.0,1.0,25.0,1
6715,Akshaya Nagar,1435.0,3.0,53.0,3
6717,other,600.0,2.0,23.0,1
6718,CV Raman Nagar,1590.0,2.0,85.0,3
6719,Hoskote,1730.0,2.0,28.545,2
6720,Nagavara,936.0,2.0,40.2,2
6721,Banashankari,1181.0,2.0,75.0,2
6722,Kengeri,1741.0,3.0,80.0,3
6723,JP Nagar,1750.0,3.0,123.0,3
6724,Varthur Road,1050.0,2.0,42.7,2
6725,Tumkur Road,1027.0,2.0,60.0,2
6727,other,3463.0,6.0,310.0,4
6728,Sector 2 HSR Layout,1600.0,3.0,70.0,3
6729,Hebbal,2790.0,5.0,198.0,4
6730,Sahakara Nagar,1000.0,2.0,60.0,2
6731,Varthur,1120.0,2.0,44.24,2
6732,other,1200.0,2.0,85.0,2
6733,other,1200.0,2.0,35.0,2
6734,Kasturi Nagar,1570.0,3.0,110.0,3
6735,Koramangala,1500.0,3.0,135.0,3
6737,Electronic City Phase II,1140.0,2.0,33.84,2
6738,Banashankari,1105.0,2.0,90.0,2
6739,Electronic City,1200.0,2.0,34.65,2
6740,Whitefield,905.0,1.0,62.0,1
6742,Kudlu Gate,1185.0,2.0,50.0,2
6743,Koramangala,1083.0,2.0,100.0,2
6744,Rayasandra,1458.0,3.0,60.0,3
6745,Hormavu,1555.0,3.0,75.0,3
6746,other,1200.0,2.0,45.0,2
6747,Sarjapur  Road,1308.0,2.0,58.86,2
6748,Kudlu,1024.0,2.0,44.0,2
6749,Parappana Agrahara,1194.0,2.0,47.0,2
6750,Kanakapura,1450.0,3.0,75.0,3
6751,Seegehalli,1639.0,3.0,120.0,3
6752,Whitefield,1870.0,3.0,138.0,3
6753,Hennur Road,1232.0,2.0,87.0,2
6755,Chandapura,975.0,2.0,24.86,2
6756,other,2000.0,4.0,130.0,3
6757,Jakkur,1230.0,2.0,79.0,2
6758,other,1350.0,4.0,140.0,4
6759,KR Puram,1076.0,2.0,67.0,2
6760,Kumaraswami Layout,2400.0,7.0,125.0,7
6761,other,995.0,2.0,34.82,3
6762,Kodigehaali,2120.0,3.0,177.0,3
6765,Electronic City,1096.0,2.0,40.55,2
6766,Horamavu Agara,1107.83,2.0,41.51,2
6768,Sarjapur  Road,1320.0,2.0,115.0,2
6769,8th Phase JP Nagar,1431.5,3.0,72.02,3
6770,Whitefield,1320.0,2.0,99.26,2
6771,Whitefield,2901.0,4.0,190.0,3
6772,GM Palaya,1315.0,2.0,65.0,3
6773,other,1000.0,2.0,44.0,2
6774,Hosakerehalli,1596.0,3.0,79.8,3
6775,Bannerghatta Road,1750.0,3.0,130.0,3
6777,Old Madras Road,1350.0,3.0,47.25,3
6779,other,1175.0,2.0,79.0,2
6780,Talaghattapura,921.0,2.0,29.47,2
6782,Sultan Palaya,1713.0,3.0,125.0,3
6783,other,1200.0,2.0,43.0,2
6784,8th Phase JP Nagar,1900.0,4.0,90.0,3
6785,Kudlu Gate,1664.0,3.0,68.0,3
6786,Binny Pete,1795.0,3.0,139.0,3
6787,Kereguddadahalli,600.0,1.0,19.5,1
6788,Hoodi,1240.0,2.0,65.0,2
6789,Hegde Nagar,1965.0,4.0,132.0,3
6792,Electronics City Phase 1,1200.0,2.0,59.76,2
6793,other,1112.0,2.0,68.0,2
6795,Mahadevpura,1136.0,2.0,64.5,2
6796,Jigani,914.0,2.0,55.0,2
6797,Poorna Pragna Layout,1270.0,2.0,50.79,3
6798,Rachenahalli,1050.0,2.0,47.25,2
6799,Marathahalli,1385.0,2.0,68.5,3
6800,other,990.0,2.0,35.0,2
6801,Yelahanka,845.0,2.0,43.0,2
6802,Whitefield,1485.0,2.0,96.51,2
6803,Kanakapura,1460.0,2.0,43.79,3
6804,Thanisandra,1450.0,2.0,57.0,2
6805,HSR Layout,1360.0,2.0,53.0,3
6806,Singasandra,1375.0,2.0,58.0,2
6807,Uttarahalli,1125.0,2.0,48.0,2
6808,Banashankari,720.0,1.0,60.0,1
6809,7th Phase JP Nagar,1460.0,2.0,100.0,3
6810,other,1107.0,2.0,40.0,2
6811,other,1158.0,2.0,75.0,2
6812,Yelachenahalli,800.0,1.0,30.0,2
6814,Bhoganhalli,1760.0,3.0,128.0,3
6815,other,3200.0,4.0,200.0,4
6817,TC Palaya,1350.0,3.0,60.0,3
6819,other,1125.0,2.0,32.49,2
6820,Frazer Town,1706.0,3.0,154.0,3
6821,BTM Layout,1600.0,3.0,112.0,3
6822,other,1200.0,2.0,90.0,2
6823,Whitefield,1755.0,3.0,101.0,3
6824,Hulimavu,1200.0,2.0,50.0,2
6825,BEML Layout,1200.0,2.0,67.0,2
6826,other,1266.67,2.0,69.0,2
6827,other,1800.0,3.0,90.0,3
6829,2nd Phase Judicial Layout,1300.0,3.0,64.0,3
6832,Mysore Road,1029.5,2.0,50.855,2
6833,Raja Rajeshwari Nagar,1128.0,2.0,40.0,2
6835,Panathur,1210.0,2.0,80.0,2
6836,Arekere,2710.0,6.0,142.0,4
6837,Raja Rajeshwari Nagar,1151.0,2.0,39.0,2
6839,other,1464.0,3.0,56.0,3
6840,Electronic City,1017.0,2.0,27.0,2
6841,Sarjapur  Road,920.0,2.0,40.0,2
6844,Munnekollal,1750.0,3.0,86.5,3
6845,Dasanapura,1163.0,2.0,65.0,2
6846,7th Phase JP Nagar,1650.0,3.0,110.0,3
6847,other,1800.0,3.0,95.0,3
6848,CV Raman Nagar,1100.0,2.0,58.0,2
6849,R.T. Nagar,1200.0,2.0,60.0,2
6850,other,1410.0,3.0,65.0,3
6851,Begur Road,1933.0,3.0,98.0,3
6852,Begur Road,1200.0,2.0,45.6,2
6853,Whitefield,1608.0,2.0,63.0,3
6854,other,2679.0,5.0,280.0,4
6855,Horamavu Banaswadi,1156.0,2.0,46.9,2
6856,other,1230.0,2.0,75.0,2
6857,Kasavanhalli,770.0,1.0,43.82,1
6858,Ardendale,1777.26,3.0,105.0,3
6859,Kanakpura Road,1339.0,2.0,85.0,2
6861,other,1080.0,2.0,44.8,2
6862,other,3150.0,5.0,145.0,8
6864,Hulimavu,1450.0,3.0,72.0,3
6865,Kothanur,1075.0,2.0,53.0,2
6866,Sarjapur  Road,1163.0,2.0,62.0,3
6867,TC Palaya,1200.0,2.0,65.0,2
6870,Hebbal,1299.0,2.0,100.0,2
6871,Electronic City,1130.0,2.0,32.63,2
6872,HRBR Layout,1170.0,2.0,75.0,2
6873,JP Nagar,2195.0,2.0,152.0,3
6874,Yelahanka,2600.0,4.0,175.0,4
6875,KR Puram,1140.0,2.0,43.32,2
6876,Kanakpura Road,1900.0,3.0,125.0,3
6877,Bommasandra Industrial Area,1090.0,2.0,31.48,2
6878,Electronic City,1110.0,2.0,39.95,2
6879,Nagavarapalya,705.0,1.0,57.0,1
6880,HBR Layout,1089.0,2.0,60.0,2
6881,other,880.0,2.0,48.0,2
6882,Kereguddadahalli,1080.0,2.0,32.0,2
6883,Thanisandra,1093.0,2.0,68.1,2
6884,Banashankari Stage III,1480.0,3.0,75.48,3
6885,Hegde Nagar,1703.0,3.0,125.0,3
6886,Hebbal,1200.0,2.0,60.0,2
6887,Marathahalli,1690.0,3.0,116.0,3
6888,Yelahanka,1305.0,2.0,78.0,2
6889,Talaghattapura,1257.0,2.0,40.22,3
6890,other,1150.0,2.0,45.0,2
6891,other,1194.0,2.0,55.0,2
6892,other,2000.0,3.0,90.0,3
6893,Anekal,1500.0,4.0,99.0,3
6894,other,1025.0,2.0,42.5,2
6895,Horamavu Agara,980.0,2.0,38.19,2
6896,Hosakerehalli,1200.0,2.0,100.0,3
6897,Whitefield,2225.0,3.0,149.0,3
6898,other,1022.0,2.0,57.0,2
6900,Narayanapura,1153.0,2.0,45.0,2
6901,Pai Layout,1175.0,2.0,60.0,2
6902,Vidyaranyapura,1560.0,3.0,68.0,3
6903,Yelahanka New Town,650.0,1.0,17.0,1
6905,Billekahalli,1350.0,3.0,55.0,2
6906,other,1200.0,2.0,76.0,2
6907,other,1200.0,1.0,54.0,2
6908,Chandapura,800.0,2.0,25.0,2
6909,Electronic City,2093.0,4.0,104.0,4
6910,Uttarahalli,1320.0,2.0,55.44,3
6911,Bannerghatta Road,1275.0,2.0,73.0,2
6912,Begur Road,1215.0,2.0,43.13,2
6913,Kanakapura,1130.0,2.0,45.2,2
6914,Begur Road,1444.0,2.0,71.5,3
6915,other,950.0,2.0,38.0,2
6916,Padmanabhanagar,1000.0,1.0,90.0,2
6917,Banashankari Stage II,1240.0,2.0,59.52,3
6919,Hennur,1231.0,2.0,50.0,2
6920,Benson Town,1300.0,2.0,120.0,2
6921,Yeshwanthpur,1713.0,3.0,110.0,3
6922,Kogilu,1200.0,2.0,53.33,2
6924,Sonnenahalli,1310.0,2.0,46.0,3
6925,Jalahalli,790.0,2.0,49.5,2
6927,other,1605.0,3.0,100.0,3
6928,Whitefield,1250.0,2.0,82.0,2
6930,Subramanyapura,1260.0,2.0,76.0,3
6932,Yelahanka,1180.0,2.0,56.0,2
6933,Uttarahalli,1255.0,2.0,50.19,3
6934,Electronic City,1025.0,2.0,53.9,2
6935,Sarjapur  Road,1877.0,4.0,150.0,3
6936,Lakshminarayana Pura,1649.0,3.0,150.0,3
6938,Hennur,2500.0,5.0,125.0,5
6939,other,1542.0,3.0,98.0,3
6940,Thigalarapalya,1418.0,2.0,105.0,2
6941,other,1012.0,2.0,42.0,2
6942,Chandapura,1200.0,2.0,65.0,2
6943,Sarjapur  Road,1115.0,2.0,43.0,2
6944,Green Glen Layout,1680.0,4.0,95.0,3
6945,Old Madras Road,1171.0,2.0,72.0,2
6946,Tumkur Road,1027.0,2.0,68.62,2
6947,Shampura,1700.0,3.0,75.0,3
6948,Kanakapura,1090.0,2.0,38.15,2
6949,Hennur Road,1232.0,2.0,74.0,2
6950,Anekal,766.0,2.0,28.0,2
6952,Kanakpura Road,525.0,1.0,27.0,1
6953,Hosa Road,1525.9270000000001,3.0,109.0,3
6954,JP Nagar,1452.0,2.0,41.0,3
6955,Choodasandra,1254.0,2.0,65.0,3
6956,other,3600.0,5.0,110.0,5
6957,Kanakpura Road,1593.0,3.0,118.0,3
6958,other,1333.0,2.0,77.27,2
6959,other,1100.0,3.0,110.0,3
6960,Raja Rajeshwari Nagar,1375.0,2.0,54.99,3
6961,Ardendale,1650.0,3.0,82.0,3
6962,Thanisandra,1430.0,2.0,51.48,3
6963,Electronic City,940.0,2.0,54.0,2
6964,Electronic City,435.0,1.0,21.0,1
6965,Begur Road,1160.0,2.0,36.54,2
6966,Electronic City,1500.0,2.0,77.5,3
6967,Koramangala,1890.0,2.0,100.0,3
6968,other,1050.0,2.0,70.0,2
6970,Haralur Road,1027.0,2.0,43.0,2
6971,Whitefield,1495.0,2.0,61.28,3
6973,Tumkur Road,1459.0,2.0,95.0,3
6974,Yelahanka,1711.0,3.0,85.61,3
6975,Hoodi,1250.0,2.0,98.0,2
6976,Chandapura,645.0,1.0,16.45,1
6977,Anandapura,875.0,2.0,57.0,2
6978,Ramamurthy Nagar,1334.0,2.0,67.0,2
6979,other,1140.0,2.0,32.92,2
6980,Sarjapur  Road,1115.0,2.0,50.0,2
6983,Thigalarapalya,2072.0,4.0,160.0,3
6986,Kengeri Satellite Town,920.0,2.0,39.0,2
6987,Chandapura,778.0,2.0,25.29,2
6988,Nagasandra,1310.0,3.0,95.0,4
6989,Electronic City,1631.0,3.0,80.0,3
6990,Kanakpura Road,525.0,1.0,27.5,1
6991,Jalahalli,1395.0,3.0,82.0,3
6992,other,2000.0,3.0,105.0,3
6993,Hennur Road,1232.0,2.0,66.0,2
6994,other,1075.0,2.0,55.0,2
6995,Gubbalala,1205.0,2.0,70.0,2
6997,Rajiv Nagar,2340.0,5.0,129.0,4
6998,Rayasandra,1179.0,2.0,55.0,3
6999,Kodigehaali,1013.0,2.0,51.0,2
7000,Uttarahalli,1160.0,2.0,40.6,2
7002,7th Phase JP Nagar,1200.0,2.0,62.5,2
7004,Uttarahalli,1255.0,2.0,50.19,3
7006,other,1069.0,2.0,55.0,2
7007,other,1200.0,3.0,99.0,3
7009,Marathahalli,1065.0,2.0,55.0,2
7010,Lakshminarayana Pura,1395.0,2.0,75.0,2
7011,Hebbal Kempapura,1725.0,2.0,165.0,3
7012,other,1007.0,2.0,43.0,2
7013,Kengeri,1436.0,2.0,55.0,3
7014,other,4250.0,6.0,150.0,6
7015,Hebbal,1645.0,3.0,117.0,3
7016,Kengeri,1200.0,2.0,58.0,2
7017,Mysore Road,940.0,2.0,43.61,2
7018,KR Puram,4300.0,6.0,175.0,6
7021,Haralur Road,1194.0,2.0,47.0,2
7023,Dodda Nekkundi,1829.0,3.0,125.0,3
7024,Whitefield,1800.0,4.0,178.0,4
7025,other,1000.0,2.0,60.0,2
7028,other,675.0,1.0,15.0,2
7029,Hebbal,1390.0,2.0,95.0,2
7030,Lakshminarayana Pura,1500.0,3.0,104.0,3
7031,Vijayanagar,2047.0,3.0,136.0,3
7032,Jakkur,1202.0,2.0,79.0,2
7033,other,1012.0,2.0,59.0,2
7034,Gunjur,2132.0,3.0,80.0,3
7036,Whitefield,605.0,1.0,40.0,1
7037,Harlur,1331.0,2.0,88.0,2
7038,Margondanahalli,1200.0,2.0,69.0,2
7043,other,1280.0,2.0,49.0,3
7044,Balagere,1007.0,2.0,62.0,2
7045,Thanisandra,1370.0,2.0,61.0,3
7046,other,925.0,2.0,35.0,2
7047,TC Palaya,1500.0,2.0,75.0,2
7048,Attibele,450.0,1.0,12.5,1
7050,Hennur Road,1341.0,2.0,95.0,2
7051,2nd Phase Judicial Layout,1350.0,2.0,47.25,3
7052,Tumkur Road,992.0,2.0,60.0,2
7053,Uttarahalli,1163.0,2.0,68.0,2
7054,Sarjapur  Road,1229.0,2.0,70.0,2
7055,other,600.0,2.0,39.0,2
7056,Electronic City Phase II,1219.0,2.0,61.26,2
7057,Raja Rajeshwari Nagar,1525.0,2.0,99.13,3
7058,Kasavanhalli,1147.0,2.0,60.0,2
7059,Akshaya Nagar,1412.0,2.0,88.0,3
